"No.","Time","Source","Destination","Protocol","Length","Info"
"219","53.059170","127.0.0.1","127.0.0.1","HTTP","62","HTTP/1.0 200 OK  (text/html)"
"220","53.059179","127.0.0.1","127.0.0.1","TCP","44","53757  >  5000 [ACK] Seq=146 Ack=192 Win=65280 Len=0"
"221","53.059495","127.0.0.1","127.0.0.1","TCP","44","53757  >  5000 [FIN, ACK] Seq=146 Ack=192 Win=65280 Len=0"
"222","53.059522","127.0.0.1","127.0.0.1","TCP","44","5000  >  53757 [ACK] Seq=192 Ack=147 Win=65280 Len=0"
"223","53.060858","127.0.0.1","127.0.0.1","TCP","44","5000  >  53757 [FIN, ACK] Seq=192 Ack=147 Win=65280 Len=0"
"224","53.060906","127.0.0.1","127.0.0.1","TCP","44","53757  >  5000 [ACK] Seq=147 Ack=193 Win=65280 Len=0"
"225","56.082111","127.0.0.1","127.0.0.1","TCP","56","53758  >  5000 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"226","56.082172","127.0.0.1","127.0.0.1","TCP","56","5000  >  53758 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"227","56.082208","127.0.0.1","127.0.0.1","TCP","44","53758  >  5000 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"228","56.082256","127.0.0.1","127.0.0.1","HTTP","189","GET / HTTP/1.1 "
"229","56.082271","127.0.0.1","127.0.0.1","TCP","44","5000  >  53758 [ACK] Seq=1 Ack=146 Win=65280 Len=0"
"230","57.464374","127.0.0.1","127.0.0.1","TCP","217","5000  >  53758 [PSH, ACK] Seq=1 Ack=146 Win=65280 Len=173 [TCP PDU reassembled in 232]"
"231","57.464413","127.0.0.1","127.0.0.1","TCP","44","53758  >  5000 [ACK] Seq=146 Ack=174 Win=65280 Len=0"
"232","57.464435","127.0.0.1","127.0.0.1","HTTP","62","HTTP/1.0 200 OK  (text/html)"
"233","57.464445","127.0.0.1","127.0.0.1","TCP","44","53758  >  5000 [ACK] Seq=146 Ack=192 Win=65280 Len=0"
"234","57.464824","127.0.0.1","127.0.0.1","TCP","44","53758  >  5000 [FIN, ACK] Seq=146 Ack=192 Win=65280 Len=0"
"235","57.464854","127.0.0.1","127.0.0.1","TCP","44","5000  >  53758 [ACK] Seq=192 Ack=147 Win=65280 Len=0"
"236","57.466259","127.0.0.1","127.0.0.1","TCP","44","5000  >  53758 [FIN, ACK] Seq=192 Ack=147 Win=65280 Len=0"
"237","57.466309","127.0.0.1","127.0.0.1","TCP","44","53758  >  5000 [ACK] Seq=147 Ack=193 Win=65280 Len=0"
"238","58.694407","127.0.0.1","127.0.0.1","TCP","56","53759  >  5000 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"239","58.694460","127.0.0.1","127.0.0.1","TCP","56","5000  >  53759 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"240","58.694492","127.0.0.1","127.0.0.1","TCP","44","53759  >  5000 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"241","58.694541","127.0.0.1","127.0.0.1","HTTP","189","GET / HTTP/1.1 "
"242","58.694552","127.0.0.1","127.0.0.1","TCP","44","5000  >  53759 [ACK] Seq=1 Ack=146 Win=65280 Len=0"
"243","59.883527","127.0.0.1","127.0.0.1","TCP","217","5000  >  53759 [PSH, ACK] Seq=1 Ack=146 Win=65280 Len=173 [TCP PDU reassembled in 245]"
"244","59.883565","127.0.0.1","127.0.0.1","TCP","44","53759  >  5000 [ACK] Seq=146 Ack=174 Win=65280 Len=0"
"245","59.883587","127.0.0.1","127.0.0.1","HTTP","62","HTTP/1.0 200 OK  (text/html)"
"246","59.883597","127.0.0.1","127.0.0.1","TCP","44","53759  >  5000 [ACK] Seq=146 Ack=192 Win=65280 Len=0"
"247","59.883941","127.0.0.1","127.0.0.1","TCP","44","53759  >  5000 [FIN, ACK] Seq=146 Ack=192 Win=65280 Len=0"
"248","59.883970","127.0.0.1","127.0.0.1","TCP","44","5000  >  53759 [ACK] Seq=192 Ack=147 Win=65280 Len=0"
"249","59.885325","127.0.0.1","127.0.0.1","TCP","44","5000  >  53759 [FIN, ACK] Seq=192 Ack=147 Win=65280 Len=0"
"250","59.885373","127.0.0.1","127.0.0.1","TCP","44","53759  >  5000 [ACK] Seq=147 Ack=193 Win=65280 Len=0"
"259","63.680132","127.0.0.1","127.0.0.1","TCP","56","53760  >  5000 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"260","63.680196","127.0.0.1","127.0.0.1","TCP","56","5000  >  53760 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"261","63.680232","127.0.0.1","127.0.0.1","TCP","44","53760  >  5000 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"262","63.680301","127.0.0.1","127.0.0.1","HTTP","189","GET / HTTP/1.1 "
"263","63.680320","127.0.0.1","127.0.0.1","TCP","44","5000  >  53760 [ACK] Seq=1 Ack=146 Win=65280 Len=0"
"264","64.862223","127.0.0.1","127.0.0.1","TCP","217","5000  >  53760 [PSH, ACK] Seq=1 Ack=146 Win=65280 Len=173 [TCP PDU reassembled in 266]"
"265","64.862266","127.0.0.1","127.0.0.1","TCP","44","53760  >  5000 [ACK] Seq=146 Ack=174 Win=65280 Len=0"
"266","64.862287","127.0.0.1","127.0.0.1","HTTP","62","HTTP/1.0 200 OK  (text/html)"
"267","64.862295","127.0.0.1","127.0.0.1","TCP","44","53760  >  5000 [ACK] Seq=146 Ack=192 Win=65280 Len=0"
"268","64.862767","127.0.0.1","127.0.0.1","TCP","44","53760  >  5000 [FIN, ACK] Seq=146 Ack=192 Win=65280 Len=0"
"269","64.862807","127.0.0.1","127.0.0.1","TCP","44","5000  >  53760 [ACK] Seq=192 Ack=147 Win=65280 Len=0"
"270","64.864261","127.0.0.1","127.0.0.1","TCP","44","5000  >  53760 [FIN, ACK] Seq=192 Ack=147 Win=65280 Len=0"
"271","64.864331","127.0.0.1","127.0.0.1","TCP","44","53760  >  5000 [ACK] Seq=147 Ack=193 Win=65280 Len=0"
"280","66.764024","127.0.0.1","127.0.0.1","TCP","56","50077  >  5000 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"281","66.764087","127.0.0.1","127.0.0.1","TCP","56","5000  >  50077 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"282","66.764123","127.0.0.1","127.0.0.1","TCP","44","50077  >  5000 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"283","66.764187","127.0.0.1","127.0.0.1","HTTP","189","GET / HTTP/1.1 "
"284","66.764203","127.0.0.1","127.0.0.1","TCP","44","5000  >  50077 [ACK] Seq=1 Ack=146 Win=65280 Len=0"
"285","67.987589","127.0.0.1","127.0.0.1","TCP","217","5000  >  50077 [PSH, ACK] Seq=1 Ack=146 Win=65280 Len=173 [TCP PDU reassembled in 287]"
"286","67.987632","127.0.0.1","127.0.0.1","TCP","44","50077  >  5000 [ACK] Seq=146 Ack=174 Win=65280 Len=0"
"287","67.987662","127.0.0.1","127.0.0.1","HTTP","62","HTTP/1.0 200 OK  (text/html)"
"288","67.987674","127.0.0.1","127.0.0.1","TCP","44","50077  >  5000 [ACK] Seq=146 Ack=192 Win=65280 Len=0"
"289","67.988016","127.0.0.1","127.0.0.1","TCP","44","50077  >  5000 [FIN, ACK] Seq=146 Ack=192 Win=65280 Len=0"
"290","67.988048","127.0.0.1","127.0.0.1","TCP","44","5000  >  50077 [ACK] Seq=192 Ack=147 Win=65280 Len=0"
"291","67.989405","127.0.0.1","127.0.0.1","TCP","44","5000  >  50077 [FIN, ACK] Seq=192 Ack=147 Win=65280 Len=0"
"292","67.989433","127.0.0.1","127.0.0.1","TCP","44","50077  >  5000 [ACK] Seq=147 Ack=193 Win=65280 Len=0"
"293","68.871887","127.0.0.1","127.0.0.1","TCP","56","50078  >  5000 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"294","68.871949","127.0.0.1","127.0.0.1","TCP","56","5000  >  50078 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"295","68.871984","127.0.0.1","127.0.0.1","TCP","44","50078  >  5000 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"296","68.872050","127.0.0.1","127.0.0.1","HTTP","189","GET / HTTP/1.1 "
"297","68.872070","127.0.0.1","127.0.0.1","TCP","44","5000  >  50078 [ACK] Seq=1 Ack=146 Win=65280 Len=0"
"298","70.149123","127.0.0.1","127.0.0.1","TCP","217","5000  >  50078 [PSH, ACK] Seq=1 Ack=146 Win=65280 Len=173 [TCP PDU reassembled in 300]"
"299","70.149169","127.0.0.1","127.0.0.1","TCP","44","50078  >  5000 [ACK] Seq=146 Ack=174 Win=65280 Len=0"
"300","70.149197","127.0.0.1","127.0.0.1","HTTP","62","HTTP/1.0 200 OK  (text/html)"
"301","70.149210","127.0.0.1","127.0.0.1","TCP","44","50078  >  5000 [ACK] Seq=146 Ack=192 Win=65280 Len=0"
"302","70.149557","127.0.0.1","127.0.0.1","TCP","44","50078  >  5000 [FIN, ACK] Seq=146 Ack=192 Win=65280 Len=0"
"303","70.149589","127.0.0.1","127.0.0.1","TCP","44","5000  >  50078 [ACK] Seq=192 Ack=147 Win=65280 Len=0"
"304","70.150942","127.0.0.1","127.0.0.1","TCP","44","5000  >  50078 [FIN, ACK] Seq=192 Ack=147 Win=65280 Len=0"
"305","70.150966","127.0.0.1","127.0.0.1","TCP","44","50078  >  5000 [ACK] Seq=147 Ack=193 Win=65280 Len=0"
"310","74.957164","127.0.0.1","127.0.0.1","TCP","56","50079  >  5000 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"311","74.957264","127.0.0.1","127.0.0.1","TCP","56","5000  >  50079 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"312","74.957304","127.0.0.1","127.0.0.1","TCP","44","50079  >  5000 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"313","74.957380","127.0.0.1","127.0.0.1","HTTP","189","GET / HTTP/1.1 "
"314","74.957403","127.0.0.1","127.0.0.1","TCP","44","5000  >  50079 [ACK] Seq=1 Ack=146 Win=65280 Len=0"
"315","76.277655","127.0.0.1","127.0.0.1","TCP","217","5000  >  50079 [PSH, ACK] Seq=1 Ack=146 Win=65280 Len=173 [TCP PDU reassembled in 317]"
"316","76.277686","127.0.0.1","127.0.0.1","TCP","44","50079  >  5000 [ACK] Seq=146 Ack=174 Win=65280 Len=0"
"317","76.277712","127.0.0.1","127.0.0.1","HTTP","62","HTTP/1.0 200 OK  (text/html)"
"318","76.277721","127.0.0.1","127.0.0.1","TCP","44","50079  >  5000 [ACK] Seq=146 Ack=192 Win=65280 Len=0"
"319","76.278085","127.0.0.1","127.0.0.1","TCP","44","50079  >  5000 [FIN, ACK] Seq=146 Ack=192 Win=65280 Len=0"
"320","76.278116","127.0.0.1","127.0.0.1","TCP","44","5000  >  50079 [ACK] Seq=192 Ack=147 Win=65280 Len=0"
"321","76.279470","127.0.0.1","127.0.0.1","TCP","44","5000  >  50079 [FIN, ACK] Seq=192 Ack=147 Win=65280 Len=0"
"322","76.279494","127.0.0.1","127.0.0.1","TCP","44","50079  >  5000 [ACK] Seq=147 Ack=193 Win=65280 Len=0"
"324","79.343716","127.0.0.1","127.0.0.1","TCP","56","50080  >  5000 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"325","79.343778","127.0.0.1","127.0.0.1","TCP","56","5000  >  50080 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"326","79.343812","127.0.0.1","127.0.0.1","TCP","44","50080  >  5000 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"327","79.343874","127.0.0.1","127.0.0.1","HTTP","189","GET / HTTP/1.1 "
"328","79.343892","127.0.0.1","127.0.0.1","TCP","44","5000  >  50080 [ACK] Seq=1 Ack=146 Win=65280 Len=0"
"329","80.357057","127.0.0.1","127.0.0.1","TCP","217","5000  >  50080 [PSH, ACK] Seq=1 Ack=146 Win=65280 Len=173 [TCP PDU reassembled in 331]"
"330","80.357098","127.0.0.1","127.0.0.1","TCP","44","50080  >  5000 [ACK] Seq=146 Ack=174 Win=65280 Len=0"
"331","80.357125","127.0.0.1","127.0.0.1","HTTP","62","HTTP/1.0 200 OK  (text/html)"
"332","80.357136","127.0.0.1","127.0.0.1","TCP","44","50080  >  5000 [ACK] Seq=146 Ack=192 Win=65280 Len=0"
"333","80.357489","127.0.0.1","127.0.0.1","TCP","44","50080  >  5000 [FIN, ACK] Seq=146 Ack=192 Win=65280 Len=0"
"334","80.357520","127.0.0.1","127.0.0.1","TCP","44","5000  >  50080 [ACK] Seq=192 Ack=147 Win=65280 Len=0"
"335","80.358987","127.0.0.1","127.0.0.1","TCP","44","5000  >  50080 [FIN, ACK] Seq=192 Ack=147 Win=65280 Len=0"
"336","80.359011","127.0.0.1","127.0.0.1","TCP","44","50080  >  5000 [ACK] Seq=147 Ack=193 Win=65280 Len=0"
"341","81.868404","127.0.0.1","127.0.0.1","TCP","56","50081  >  5000 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"342","81.868470","127.0.0.1","127.0.0.1","TCP","56","5000  >  50081 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"343","81.868504","127.0.0.1","127.0.0.1","TCP","44","50081  >  5000 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"344","81.868565","127.0.0.1","127.0.0.1","HTTP","189","GET / HTTP/1.1 "
"345","81.868582","127.0.0.1","127.0.0.1","TCP","44","5000  >  50081 [ACK] Seq=1 Ack=146 Win=65280 Len=0"
"346","83.143811","127.0.0.1","127.0.0.1","TCP","217","5000  >  50081 [PSH, ACK] Seq=1 Ack=146 Win=65280 Len=173 [TCP PDU reassembled in 348]"
"347","83.143854","127.0.0.1","127.0.0.1","TCP","44","50081  >  5000 [ACK] Seq=146 Ack=174 Win=65280 Len=0"
"348","83.143881","127.0.0.1","127.0.0.1","HTTP","62","HTTP/1.0 200 OK  (text/html)"
"349","83.143895","127.0.0.1","127.0.0.1","TCP","44","50081  >  5000 [ACK] Seq=146 Ack=192 Win=65280 Len=0"
"350","83.144269","127.0.0.1","127.0.0.1","TCP","44","50081  >  5000 [FIN, ACK] Seq=146 Ack=192 Win=65280 Len=0"
"351","83.144306","127.0.0.1","127.0.0.1","TCP","44","5000  >  50081 [ACK] Seq=192 Ack=147 Win=65280 Len=0"
"352","83.145690","127.0.0.1","127.0.0.1","TCP","44","5000  >  50081 [FIN, ACK] Seq=192 Ack=147 Win=65280 Len=0"
"353","83.145714","127.0.0.1","127.0.0.1","TCP","44","50081  >  5000 [ACK] Seq=147 Ack=193 Win=65280 Len=0"
"362","85.927899","127.0.0.1","127.0.0.1","TCP","56","50082  >  5000 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"363","85.927962","127.0.0.1","127.0.0.1","TCP","56","5000  >  50082 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"364","85.927997","127.0.0.1","127.0.0.1","TCP","44","50082  >  5000 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"365","85.928060","127.0.0.1","127.0.0.1","HTTP","189","GET / HTTP/1.1 "
"366","85.928079","127.0.0.1","127.0.0.1","TCP","44","5000  >  50082 [ACK] Seq=1 Ack=146 Win=65280 Len=0"
"367","87.233601","127.0.0.1","127.0.0.1","TCP","217","5000  >  50082 [PSH, ACK] Seq=1 Ack=146 Win=65280 Len=173 [TCP PDU reassembled in 369]"
"368","87.233637","127.0.0.1","127.0.0.1","TCP","44","50082  >  5000 [ACK] Seq=146 Ack=174 Win=65280 Len=0"
"369","87.233663","127.0.0.1","127.0.0.1","HTTP","62","HTTP/1.0 200 OK  (text/html)"
"370","87.233673","127.0.0.1","127.0.0.1","TCP","44","50082  >  5000 [ACK] Seq=146 Ack=192 Win=65280 Len=0"
"371","87.234039","127.0.0.1","127.0.0.1","TCP","44","50082  >  5000 [FIN, ACK] Seq=146 Ack=192 Win=65280 Len=0"
"372","87.234070","127.0.0.1","127.0.0.1","TCP","44","5000  >  50082 [ACK] Seq=192 Ack=147 Win=65280 Len=0"
"373","87.235471","127.0.0.1","127.0.0.1","TCP","44","5000  >  50082 [FIN, ACK] Seq=192 Ack=147 Win=65280 Len=0"
"374","87.235495","127.0.0.1","127.0.0.1","TCP","44","50082  >  5000 [ACK] Seq=147 Ack=193 Win=65280 Len=0"
"391","92.912847","127.0.0.1","127.0.0.1","TCP","56","50083  >  5000 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"392","92.912908","127.0.0.1","127.0.0.1","TCP","56","5000  >  50083 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"393","92.912943","127.0.0.1","127.0.0.1","TCP","44","50083  >  5000 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"394","92.913004","127.0.0.1","127.0.0.1","HTTP","189","GET / HTTP/1.1 "
"395","92.913022","127.0.0.1","127.0.0.1","TCP","44","5000  >  50083 [ACK] Seq=1 Ack=146 Win=65280 Len=0"
"396","94.210699","127.0.0.1","127.0.0.1","TCP","217","5000  >  50083 [PSH, ACK] Seq=1 Ack=146 Win=65280 Len=173 [TCP PDU reassembled in 398]"
"397","94.210740","127.0.0.1","127.0.0.1","TCP","44","50083  >  5000 [ACK] Seq=146 Ack=174 Win=65280 Len=0"
"398","94.210767","127.0.0.1","127.0.0.1","HTTP","62","HTTP/1.0 200 OK  (text/html)"
"399","94.210778","127.0.0.1","127.0.0.1","TCP","44","50083  >  5000 [ACK] Seq=146 Ack=192 Win=65280 Len=0"
"400","94.211215","127.0.0.1","127.0.0.1","TCP","44","50083  >  5000 [FIN, ACK] Seq=146 Ack=192 Win=65280 Len=0"
"401","94.211259","127.0.0.1","127.0.0.1","TCP","44","5000  >  50083 [ACK] Seq=192 Ack=147 Win=65280 Len=0"
"402","94.212759","127.0.0.1","127.0.0.1","TCP","44","5000  >  50083 [FIN, ACK] Seq=192 Ack=147 Win=65280 Len=0"
"403","94.212783","127.0.0.1","127.0.0.1","TCP","44","50083  >  5000 [ACK] Seq=147 Ack=193 Win=65280 Len=0"
"404","94.560948","127.0.0.1","127.0.0.1","TCP","56","50084  >  5000 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"405","94.561011","127.0.0.1","127.0.0.1","TCP","56","5000  >  50084 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"406","94.561046","127.0.0.1","127.0.0.1","TCP","44","50084  >  5000 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"407","94.561109","127.0.0.1","127.0.0.1","HTTP","189","GET / HTTP/1.1 "
"408","94.561127","127.0.0.1","127.0.0.1","TCP","44","5000  >  50084 [ACK] Seq=1 Ack=146 Win=65280 Len=0"
"409","95.682917","127.0.0.1","127.0.0.1","TCP","217","5000  >  50084 [PSH, ACK] Seq=1 Ack=146 Win=65280 Len=173 [TCP PDU reassembled in 411]"
"410","95.682963","127.0.0.1","127.0.0.1","TCP","44","50084  >  5000 [ACK] Seq=146 Ack=174 Win=65280 Len=0"
"411","95.682991","127.0.0.1","127.0.0.1","HTTP","62","HTTP/1.0 200 OK  (text/html)"
"412","95.683003","127.0.0.1","127.0.0.1","TCP","44","50084  >  5000 [ACK] Seq=146 Ack=192 Win=65280 Len=0"
"413","95.683420","127.0.0.1","127.0.0.1","TCP","44","50084  >  5000 [FIN, ACK] Seq=146 Ack=192 Win=65280 Len=0"
"414","95.683452","127.0.0.1","127.0.0.1","TCP","44","5000  >  50084 [ACK] Seq=192 Ack=147 Win=65280 Len=0"
"415","95.684966","127.0.0.1","127.0.0.1","TCP","44","5000  >  50084 [FIN, ACK] Seq=192 Ack=147 Win=65280 Len=0"
"416","95.684992","127.0.0.1","127.0.0.1","TCP","44","50084  >  5000 [ACK] Seq=147 Ack=193 Win=65280 Len=0"
"417","95.943799","127.0.0.1","127.0.0.1","TCP","56","50086  >  5000 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"418","95.943862","127.0.0.1","127.0.0.1","TCP","56","5000  >  50086 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"419","95.943895","127.0.0.1","127.0.0.1","TCP","44","50086  >  5000 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"420","95.943953","127.0.0.1","127.0.0.1","HTTP","189","GET / HTTP/1.1 "
"421","95.943973","127.0.0.1","127.0.0.1","TCP","44","5000  >  50086 [ACK] Seq=1 Ack=146 Win=65280 Len=0"
"422","97.257528","127.0.0.1","127.0.0.1","TCP","217","5000  >  50086 [PSH, ACK] Seq=1 Ack=146 Win=65280 Len=173 [TCP PDU reassembled in 424]"
"423","97.257578","127.0.0.1","127.0.0.1","TCP","44","50086  >  5000 [ACK] Seq=146 Ack=174 Win=65280 Len=0"
"424","97.257607","127.0.0.1","127.0.0.1","HTTP","62","HTTP/1.0 200 OK  (text/html)"
"425","97.257621","127.0.0.1","127.0.0.1","TCP","44","50086  >  5000 [ACK] Seq=146 Ack=192 Win=65280 Len=0"
"426","97.258047","127.0.0.1","127.0.0.1","TCP","44","50086  >  5000 [FIN, ACK] Seq=146 Ack=192 Win=65280 Len=0"
"427","97.258077","127.0.0.1","127.0.0.1","TCP","44","5000  >  50086 [ACK] Seq=192 Ack=147 Win=65280 Len=0"
"428","97.260042","127.0.0.1","127.0.0.1","TCP","44","5000  >  50086 [FIN, ACK] Seq=192 Ack=147 Win=65280 Len=0"
"429","97.260111","127.0.0.1","127.0.0.1","TCP","44","50086  >  5000 [ACK] Seq=147 Ack=193 Win=65280 Len=0"
"430","97.673244","127.0.0.1","127.0.0.1","TCP","56","50087  >  5000 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
